,emotion_tags,social_tags
Shoreline EP,"[('sad', 12), ('calm', 12), ('melancholy', 8), ('dreamy', 8), ('mournful', 4), ('melancholic', 4)]","[('singer-songwriter', 100), ('cover', 68), ('swedish', 60), ('female vocalists', 52), ('covers', 36), ('acoustic', 24), ('beautiful', 20), ('scandinavian', 16), ('sad', 12), ('slow', 12), ('calm', 12), ('cover songs', 12), ('coffee', 12), ('guitar', 12), ('fleetwood mac cover', 12), ('love this one', 8), ('adorable', 8), ('melancholy', 8), ('dreamy', 8), ('pop-folk', 8), ('love at first listen', 8), ('great covers', 8), ('anna ternheim', 8), ('fleetwood mac', 8), ('chillout', 8), ('mohn- und kornblumen ueber mir', 8), ('female vocalist', 8), ('nice voices', 4), ('got', 4), ('soundtrack for the sleeping', 4), ('late night songs', 4), ('perfect cover of perfect song', 4), ('run for cover', 4), ('sometimes i feel so happy', 4), ('tbc', 4), ('ss soft', 4), ('dakos hall of fame', 4), ('2008', 4), ('coverversion', 4), ('vackert', 4), ('toppen', 4), ('x-cover', 4), ('acousticlivecovers', 4), ('cross-genre cover', 4), ('schmelzig', 4), ('zabiore na bezludna wyspe', 4), ('scandinavian female', 4), ('justex', 4), ('hygglo', 4), ('my devastating suburban longing', 4), ('coversilike', 4), ('anna ternheim - little lies', 4), ('smoky voice beauty', 4), ('on the floor staring at the ceiling', 4), ('pe jos', 4), ('air of december', 4), ('samm', 4), ('lullabys', 4), ('surprising remixes and covers', 4), ('deppigt men fint', 4), ('nattsudd', 4), ('late evenings', 4), ('fall into dreams-song', 4), ('mournful', 4), ('folk pop', 4), ('lovely', 4), ('harmonica', 4), ('laid back', 4), ('recommendations', 4), ('melancholic', 4), ('sweet', 4), ('favorite', 4), ('female vocals', 4), ('indie pop', 4), ('cool', 4), ('piano', 4), ('pop', 4), ('indie', 4), ('folk', 4), ('love', 4), ('rock', 4), ('nice', 4), ('late night listening', 4), ('picking', 4), ('sophie zelmani', 4), ('summer pop', 4), (""'00s"", 4), ('bands with chicks', 4), ('love it', 4), ('cover song', 4), ('visor', 4), ('sentimental', 4), ('female voice', 4), ('2000s', 4), ('beautiful voice', 4), ('singer songwriter', 4), ('feelings', 4), ('00s', 4), ('svenskt', 4), ('female', 0)]"
Anna,nan,nan
Both Sides Now,nan,nan
Unausgesprochen,"[('sexy', 16), ('mellow', 16)]","[('deutsch', 100), ('jazz', 33), ('german', 33), ('afuder bagarai', 16), ('germanique', 16), ('nachdenkliches', 16), ('annett louisan', 16), ('mid', 16), ('deutschpop', 16), ('afternoon', 16), ('lied', 16), ('00s', 16), ('sexy', 16), ('guitar', 16), ('mellow', 16), ('female vocalist', 0), ('german lyrics', 0), ('female vocalists', 0), ('why is last fm recommending this shit to me', 0), ('anett louisan', 0)]"
Anniemal,"[('relaxing', 5), ('sexy', 2), ('party', 2), ('happy', 2), ('dreamy', 2)]","[('pop', 100), ('electronic', 54), ('dance', 42), ('female vocalists', 28), ('disco', 28), ('electronica', 25), ('electropop', 14), ('electro-pop', 11), ('norwegian', 11), ('annie', 8), ('00s', 8), ('lounge', 8), ('urban', 8), ('summery', 5), ('relaxing', 5), ('chill', 5), ('europop', 5), ('dance-pop', 5), ('dirrty club tracks', 5), ('cool down', 5), ('no easy love', 5), ('coolforcars', 5), ('love', 5), ('from norway', 5), ('favorite by this singer', 5), ('chic lounge', 5), ('londonparis', 5), ('female vocalist', 5), ('ldn', 2), ('songs that i would never listen to that lastfm has added to my profile randomly', 2), ('fun pop', 2), ('saturday night', 2), ('sean', 2), ('nice pop', 2), ('downtempo electronica', 2), ('jahnetnatalia', 2), ('ethereal female', 2), ('luv', 2), ('nightgather', 2), ('orfy', 2), ('total love', 2), ('scandinavisch', 2), ('head-boppin', 2), ('chulo', 2), ('popradio', 2), ('flya pop', 2), ('great frickin song', 2), ('romantic tension', 2), ('electopop', 2), ('seker', 2), ('annie-no easy love', 2), ('funky', 2), ('driving', 2), ('ladyd radio', 2), ('sexy', 2), ('female vocals', 2), ('party', 2), ('norway', 2), ('awesome', 2), ('favorites', 2), ('happy', 2), ('dreamy', 2), ('bend you over', 2), ('euro-pop', 2), ('pastfavorite', 2), ('poppy', 2), ('i like', 2), ('guilty pleasure', 2), ('electro pop', 2), ('shameless pop', 2), ('gold', 2), ('breakfastyourtheories', 2), ('chill relax love sexy', 2), ('like', 2), ('pure', 2), ('synthpopanniedanceindiefemale vocalistfemale vocalistspopscandinaviannorwegianelectropopfemaleindie popelectroelectronic', 2), ('life soundtrack', 2), ('loved', 2), ('electro', 0), ('downtempo', 0), ('dance pop', 0), ('indie pop', 0), ('soul', 0), ('amayzes loved', 0), ('easy listening', 0), ('davaho53', 0), ('neues interessantes', 0), ('annie chewing gum', 0), ('unsure', 0), ('po', 0), ('wanted', 0), ('musicspirit', 0), ('electronic pop', 0), ('alt', 0)]"
Diva,"[('melancholy', 18), ('mellow', 12), ('romantic', 6), ('dreamy', 6)]","[('pop', 100), ('female vocalists', 93), ('rock', 43), ('annie lennox', 37), ('90s', 37), ('melancholy', 18), ('basically bass', 18), ('exploring her voice', 12), ('mellow', 12), ('superfine', 6), ('silver rain', 6), ('annie lennox stay by me', 6), ('avian approval', 6), ('sweet and schmaltzy', 6), ('the best spring', 6), ('general pop', 6), ('my youth', 6), ('miscellaneous', 6), ('life in extreme emotion', 6), ('you', 6), ('love it', 6), ('80s', 6), ('soft rock', 6), ('love', 6), ('electronic', 6), ('beautiful', 6), ('female', 6), ('romantic', 6), ('divas', 6), ('dreamy', 6), ('female singer', 6), ('gorgeous', 6), ('international', 6), ('dream', 6), ('adult contemporary', 6), ('brillaint', 0), ('over 5 minutes long', 0), ('my favorites', 0), ('favorite', 0), ('scot', 0), ('similar tracks: suzanne vega - in liverpool', 0), ('annie lenox-stay by me', 0), ('szerelemstvari', 0), ('mellowstvari', 0)]"
Songs Of Mass Destruction,"[('dreamy', 8)]","[('pop', 100), ('famele vocalists', 25), ('annie lennox', 16), ('female vocals', 16), ('basically bass', 16), ('unknown', 8), ('progressive pop', 8), ('goddess', 8), ('west coast swing', 8), ('kot', 8), ('favourite female vocalists', 8), ('exploring her voice', 8), ('angelicas favvosar', 8), ('quality pop music', 8), ('the word colour', 8), ('the word bed', 8), ('the word spread', 8), ('voice', 8), ('female artists', 8), ('creepy', 8), ('female singers', 8), ('dreamy', 8), ('scottish', 8), ('female vocalists', 8), ('female', 8), ('electronica', 8), ('new wave', 8), ('alternative', 8), ('electronic', 8), ('singer-songwriter', 8), ('female vocalist', 8), ('lounge', 8)]"
Carnival Diablos,nan,"[('thrash metal', 100), ('unfurl', 83), ('awesome', 16), ('great guitar', 16), ('4-star', 16)]"
Welcome To Sludge City,nan,"[('deathcore', 100), ('grindcore', 50), ('goregrind', 30), ('deathgrind', 30), ('emocore', 23), ('gore grind', 15), ('love it', 7), ('pig squeal', 3), ('annotations of an autopsy', 3), ('oh bebe', 3), ('breeeeeee', 3), ('brutal slam death metal', 3), ('mallcore emo garbage', 0), ('pathetic', 0), ('poser', 0), ('brutal deathcore', 0)]"
Another Animal,nan,"[('hard rock', 100), ('rock', 57), ('godsmack', 57), ('alternative rock', 42), ('metal', 28), ('heavy metal', 28), ('another animal', 28), ('school favourites', 14), ('another animal broken again', 14), ('generic alternative rock that manages to stand out just enough to be worth listening to', 14), ('broken again', 14), ('another black day', 14), ('whitfield crane', 14), ('temas a explorar', 14), ('2008', 14), ('ugly kid joe', 14), ('post grunge', 14), ('stoner', 14), ('david might like', 0), ('theory of a deadman', 0), ('alternative metal', 0)]"
Together Alone,"[('relaxed', 18), ('passionate', 9)]","[('rock', 100), ('female vocalists', 45), ('dutch', 36), ('singer-songwriter', 27), ('90s', 18), ('relaxed', 18), ('dance to the rhythm', 9), ('da zapjevam', 9), ('anouk - it-s a shame', 9), ('most loved', 9), ('anouk', 9), ('passionate', 9), ('singer/songwriter', 9), ('road trip', 9), ('other', 9), ('pop', 9), ('female vocalist', 9), ('soft rock', 9), ('seen live', 0), ('1997', 0), ('pop rock', 0)]"
Hotel New York,"[('party', 6), ('exciting', 2), ('energetic', 2)]","[('rock', 100), ('pop', 39), ('anouk', 30), ('female vocalists', 30), ('dutch', 27), ('pop rock', 9), ('singer-songwriter', 6), ('female', 6), ('party', 6), ('nederlands', 6), ('safmacsweeney', 4), ('5', 4), ('like it', 4), ('nederpop', 4), ('jive', 4), ('00s', 4), ('alternative', 4), ('voce femminile', 2), ('femmina', 2), ('voci femminili', 2), ('occhi a cuoricino', 2), ('izi', 2), ('kloron - top 500 van 2006', 2), ('top 2000', 2), ('demon day', 2), ('look into artist', 2), ('loko', 2), ('sing at the top of my lungs', 2), ('heejj', 2), ('donna', 2), ('femmine', 2), ('vv', 2), ('gym stuff', 2), ('wake-up music', 2), ('rlfav', 2), ('bitch rock', 2), ('singstar', 2), ('revolta', 2), ('yaselo', 2), ('beautiful voices', 2), ('funky', 2), ('tve2', 2), ('must check later', 2), ('joostsmusique', 2), ('makes you happy to the extent that you want to jump', 2), ('da zapjevam', 2), ('anouk girl', 2), ('girlsgirlsgirls', 2), ('kloron - top 500 van 2007', 2), ('chrissy deventer', 2), ('nsc', 2), ('hollandrock', 2), ('gertje', 2), ('pop-rock olandese', 2), ('hard rock olandese', 2), ('pop rock olandese', 2), ('rock olandese', 2), ('olanda', 2), ('rock groove', 2), ('vzpominky', 2), ('lowlands 2008', 2), ('bella topolina', 2), ('olandese', 2), ('singer/songwriter', 2), ('poprock', 2), ('belgie', 2), ('super', 2), ('favourite acoustic', 2), ('feelgood', 2), ('best song', 2), ('female vocalist', 2), ('groove', 2), ('exciting', 2), ('top 40', 2), ('road trip', 2), ('perfect', 2), ('wicked', 2), ('pop-rock', 2), ('kylie', 2), ('danceable', 2), ('rock pop', 2), ('energetic', 2), ('classic', 2), ('favorite songs', 2), ('live', 2), ('favourites', 2), ('beautiful', 2), ('alt rock', 2), ('again', 2), ('soft rock', 2), ('donne', 2), ('lady metal', 2), ('magnificent', 2), ('love', 2), ('acoustic blues', 2), ('lowlands', 2), ('electric guitar', 2), ('strong', 2), ('freedom', 2), ('lounge', 2)]"
Suuria Kuvioita,nan,"[('nostalgia', 100), ('so beautiful', 100), ('have to sing along', 100), ('suomalaista', 50), ('suomipop', 50)]"
Sittin' On Somethin' Phat,nan,"[('hip hop', 100), ('ant banks', 100)]"
Other Songs,nan,nan
Acey Duecy,"[('smooth', 92), ('mellow', 21), ('soft', 7), ('relaxed', 7)]","[('neo-soul', 100), ('smooth', 92), ('anthony david', 85), ('rnb', 50), ('soul', 42), ('-favorites-', 35), ('rnbsoulmale', 28), ('-frontalangriff-', 28), ('neo soul', 21), ('-soul-funk-blues-rnb-', 21), ('beautiful', 21), ('chillout', 21), ('mellow', 21), ('r-n-b', 14), ('romantica', 14), ('easy soul', 14), ('bumping smooth', 14), ('west coast swing', 14), ('love', 14), ('slowjamz', 7), ('-memories-', 7), ('southern groove', 7), ('getthis', 7), ('heart and soul', 7), ('flava', 7), ('groove to this', 7), ('level 42 redo', 7), ('georgia music', 7), ('3style', 7), ('uptempo chill', 7), ('our brothas', 7), ('remade', 7), ('frenchysresearch', 7), ('rnbeet', 7), ('to check on slsk', 7), ('southern zen', 7), ('to my man', 7), ('bk chill', 7), ('karriem', 7), ('wh00mp', 7), ('groovy', 7), ('pop', 7), ('cover version', 7), ('summer', 7), ('spring', 7), ('favorite', 7), ('nighttime', 7), ('r&b', 7), ('love songs', 7), ('soft', 7), ('chill out', 7), ('black', 7), ('relaxed', 7), ('00s', 7), ('fabulous', 7), ('ja', 7), ('lieblinge', 7), ('anthony', 7), ('keep', 7), ('summer driving', 7), ('musiq', 7), ('something about you', 7), ('lento', 7), ('easy music', 7), ('sage', 7), ('i like it', 0), ('silky sexy smooth', 0), ('ilike', 0), ('man music', 0), ('tara', 0), ('soul tag', 0)]"
Among The Living,nan,"[('thrash metal', 100), ('metal', 33), ('speed metal', 30), ('heavy metal', 22), ('anthrax', 16), ('thrash', 13), ('hard rock', 5), ('speed-thrash metal', 5), ('sentido da vida', 2), ('revigora', 2), ('ohmydamn', 2), ('anthrax-', 2), ('myk anthrax', 2), ('80s heavy metal', 2), ('80s hard rock', 2), ('old school thrash metal', 2), ('6', 2), ('one world', 2), ('80s rock', 2), ('old', 2), ('classic metal', 2), ('80s metal', 2), ('rock', 2), ('80s', 2), ('9 lbs hammer', 0)]"
Caught In A Mosh: BBC Live In Concert,nan,"[('cover', 100), ('heavy metal', 81), ('thrash metal', 63), ('black sabbath cover', 54), ('metal', 36), ('covers', 36), ('cover songs', 27), ('awesome cover', 18), ('anthrax', 18), ('great cover song', 18), ('black sabbath', 18), ('classic rock', 18), ('mr under-cover-me', 9), ('scott ian', 9), ('play it again sam', 9), ('joey belladonna', 9), ('headbangers ball', 9), ('fodastico', 9), ('rotle', 9), ('classic rock - metal', 9), ('good cover', 9), ('cover song', 9), ('true metal', 9), ('thrash', 9), ('speed metal', 9), ('hard rock', 9), ('classic', 9), ('not bad', 9), ('rock', 9), ('jzszatany', 0)]"
Underground Network,nan,"[('punk', 100), ('punk rock', 77), ('anti-flag', 33), ('punkrock', 22), ('2001', 22), ('punk favorites', 11), ('anti flag', 0)]"
The Terror State,"[('happiness', 5)]","[('punk', 100), ('punk rock', 38), ('political punk', 38), ('political', 33), ('revolution', 27), ('rock', 22), ('bonelikesit', 11), ('anti flag', 11), ('alternative-rock', 11), ('pille79 favourite music', 5), ('punk and sk8', 5), ('alternative', 5), ('laut', 5), ('one people', 5), ('meaningful', 5), ('fuck bush', 5), ('yay', 5), ('f', 5), ('one struggle', 5), ('best', 5), ('different', 5), ('sing along', 5), ('fantastic', 5), ('great lyrics', 5), ('happiness', 5), ('chile', 5), ('seen live', 0), ('class struggle', 0), ('metal', 0), ('the movement', 0), ('gitarre', 0), ('rise', 0), ('anti-flag', 0), ('action', 0)]"
American Pie,nan,"[('street punk', 100), ('hardcore punk', 100), ('oi', 100)]"
Out Of Control,nan,nan
Four Letter Words,nan,nan
Resonance,nan,"[('grindcore', 100), ('polish', 100), ('death metal', 50), ('poland', 50), ('brutal death metal', 50), ('chaos', 50), ('polish death metal', 50), ('deathgrind', 50), ('experimental grind', 50), ('steak', 50), ('polish grindcore', 50), ('currently favorites', 50), ('botte le cul', 50), ('zendzille', 50)]"
Other Releases,"[('melancholic', 15), ('dark', 5), ('gloomy', 5)]","[('dark ambient', 100), ('darkwave', 42), ('ambient', 31), ('industrial', 21), ('melancholic', 15), ('favourite song', 10), ('hypnotic', 10), ('gothic rock', 10), ('absolutely awesome', 10), ('compra', 5), ('the shit i love', 5), ('ay viene diositooooo', 5), ('imaginary ost', 5), ('great beginning of the song', 5), ('excruciatingly beautiful', 5), ('arsivde', 5), ('antimatter', 5), ('to make a lyrics and sing along', 5), ('darkwave and goth and ambient', 5), ('fever', 5), ('ambient rock', 5), ('wishlist', 5), ('detot', 5), ('progressive rock', 5), ('doom metal', 5), ('ebm', 5), ('awesome', 5), ('powerful', 5), ('night time', 5), ('chill', 5), ('mysterious', 5), ('scary', 5), ('bass', 5), ('dark', 5), ('magic', 5), ('dreams', 5), ('gloomy', 5), ('songs about god', 5), ('played too much', 0), ('curious', 0)]"
Leaving Eden,"[('melancholic', 100), ('weltschmerz', 11), ('gloomy', 11), ('dark', 11)]","[('melancholic', 100), ('progressive rock', 66), ('atmospheric', 55), ('atmospheric rock', 44), ('rock', 33), ('ambient', 33), ('acoustic', 33), ('saddest song ever', 22), ('longing', 22), ('dark rock', 22), ('gothic rock', 22), ('alternative rock', 22), ('alternative', 22), ('wanderfull', 11), ('na smutniejsze dni', 11), ('soundtrack to my escape', 11), ('zakochanie', 11), ('special ones', 11), ('depressive as hell', 11), ('favourite vocal', 11), ('new art rock', 11), ('favourite', 11), ('weltschmerz', 11), ('acoustic songs', 11), ('smutne', 11), ('highschool', 11), ('pure', 11), ('gloomy', 11), ('night time', 11), ('<3', 11), ('fucking awesome', 11), ('dark', 11), ('soundtrack of my life', 11), ('beautiful', 11), ('amazing', 11), ('anathema', 0), ('antimatter', 0), ('over 5 minutes long', 0)]"
Dalla Pelle Al Cuore,nan,"[('italiana', 100), ('venditti', 100), ('italian pop', 50), ('cantautore', 50), ('2007', 50), ('bike rock', 50), ('voce maschile', 50)]"
Antony And The Johnsons,"[('melancholic', 53), ('melancholy', 26), ('sad', 19), ('mellow', 7), ('depressing', 7)]","[('indie', 100), ('alternative', 88), ('singer-songwriter', 76), ('melancholic', 53), ('beautiful', 50), ('melancholy', 26), ('chamber pop', 23), ('cabaret', 23), ('new weird america', 19), ('sad', 19), ('rock', 19), ('antony and the johnsons', 19), ('folk', 15), ('weird', 15), ('relaxation', 11), ('emotions', 11), ('indie rock', 11), ('indie pop', 11), ('soundtrack of my life', 11), ('acoustic', 11), ('emotional', 11), ('duyster', 11), ('antony', 7), ('songs to kill yourself to', 7), ('sad and beautiful', 7), ('depressingly beautiful', 7), ('i love this song so much it hurts', 7), ('beatifull sadness', 7), ('sadsongs', 7), ('loved', 7), ('favourite songs', 7), ('amazing', 7), ('mellow', 7), ('songs i absolutely love', 7), ('male vocalist', 7), ('experimental', 7), ('opera', 7), ('longing', 7), ('awesome', 7), ('american', 7), ('damar', 7), ('hurt', 7), ('depressing', 7), ('varia', 3), ('dunyanin en guzel sarkisi', 3), ('animals of many kinds', 3), ('for crying', 3), ('hostkvallar framfor brasan', 3), ('songs with animals in title', 3), ('thotepfavourites', 3), ('songs so numbingly gorgeous you will not know what hit you as you gape in awe', 3), ('radyo eksen', 3), ('memories memories', 3), ('schraege toene', 3), ('herkkis', 3), ('eternal children', 3), ('probably worth another spin', 3), ('pavlovlov', 3), ('more than three chords', 3), ('moreoften', 3), ('leise zum mittelpunkt der welt', 3), ('songs for love both failed and successful', 3), ('annas depression', 3), ('beautiful storytelling', 3), ('wunderschoen', 3), ('streicher', 3), ('ro-music', 3), ('the songs', 3), ('better than radiohead', 3), ('a song to sing when im lonely', 3), ('sad and slow', 3), ('ro-slow', 3), ('ro-motivating', 3), ('sweet sadness', 3), ('ro-love', 3), ('cmizdr', 3), ('songs to contemplate the nature of dying pandas to', 3), ('mellow explosions', 3), ('official member of the society for the betterment of music', 3), ('giberten cinsten', 3), ('invigorating', 3), ('ro-top', 3), ('ro-sad', 3), ('violino', 3), ('ekstra bra', 3), ('full of memories', 3), ('homoeroticism', 3), ('like it a lot', 3), ('tonight belongs to you alone', 3), ('reminds me of summer', 3), ('soothing songs for lonely nights', 3), ('beauty itself', 3), ('20 songs i cant live without', 3), ('heard live in concert', 3), ('you will weep', 3), ('cortarse las venas con galletas animalitos', 3), ('beautiful like hell', 3), ('2 and a half stars', 3), ('mitsingen-mitschreien-mitheulen', 3), ('songs that moved life one degree towards inspiring idiocy of love and the painful truth that life is hell', 3)]"
You Are My Sister,"[('sad', 50), ('melancholic', 50), ('melancholy', 25), ('soft', 25), ('blue', 0)]","[('piano', 100), ('alternative', 100), ('beautiful', 75), ('indie', 50), ('sad', 50), ('male vocalist', 50), ('melancholic', 50), ('antony', 50), ('androgynous', 25), ('music for fly meditation', 25), ('heartbreaker', 25), ('painful', 25), ('the end', 25), ('farewells', 25), ('wednesday', 25), ('sing me to sleep', 25), ('another planet', 25), ('transcendence', 25), ('chilled dhtaffy', 25), ('dhtaffy albums arab strap etc', 25), ('songs i absolutely love', 25), ('favorite antony', 25), ('a long red glare', 25), ('anthony and the johnsons - paddys gone', 25), ('sadsoft', 25), ('mellowpiano', 25), ('substrato', 25), ('love', 25), ('chillout', 25), ('singer-songwriter', 25), ('favourites', 25), ('british', 25), ('haunting', 25), ('deep', 25), ('melancholy', 25), ('soft', 25), ('songwriter', 25), ('voice', 25), ('i like', 25), ('morning', 25), ('time', 25), ('muy', 25), ('morose', 25), ('sunday', 25), ('heart', 25), ('my calm', 25), ('loved', 25), ('heard on pandora', 0), ('antony and the johnsons-2008-pieces', 0), ('loveliest of life', 0), ('paddy', 0), ('names', 0), ('wub', 0), ('wenn der wind weht', 0), ('emotional and abstract', 0), ('special', 0), ('paddys gone', 0), ('blue', 0)]"
